Iteration Agents Items Duration Price_Rise_Steps Tranfer_Steps
84066 6 8 1042 2 3
84067 2 2 234 0 1
84068 20 19 13209 13 8
84069 13 19 41158 17 7
84070 19 38 61781 41 19
84071 5 37 1642 3 3
84072 1 7 55 0 0
84073 4 19 1820 9 6
84074 5 1 88 0 0
84075 13 20 6683 17 4
84076 6 35 1521 5 4
84077 18 35 36030 30 17
84078 18 25 48125 13 9
84079 13 39 46401 28 21
84080 10 5 202 0 0
84081 10 37 4736 10 5
84082 11 8 1427 4 2
84083 9 15 5171 12 8
84084 6 40 28185 11 5
84085 15 18 4300 7 7
84086 7 28 7119 14 12
84087 9 18 35955 12 5
84088 14 17 10225 12 6
84089 10 14 3506 8 7
84090 19 27 31551 19 10
84091 15 1 199 0 0
84092 4 26 1030 3 3
84093 14 34 14706 29 14
84094 2 15 399 1 1
84095 11 32 35088 13 12
84096 1 39 207 0 0
84097 12 34 41001 22 14
84098 6 29 4076 10 8
84099 15 29 30737 31 11
84100 19 26 8424 13 10
84101 8 2 135 0 0
84102 14 38 39782 24 14
84103 12 38 53377 19 11
84104 17 6 3238 0 2
84105 1 34 464 0 0
84106 8 33 10155 15 9
84107 10 30 8765 10 15
84108 5 20 14954 6 5
84109 16 40 46870 37 20
84110 6 36 4236 10 8
84111 14 29 55030 15 6
84112 16 30 33634 24 12
84113 16 40 73436 34 21
84114 3 32 1631 3 2
84115 12 28 38774 21 13
84116 8 30 6631 9 10
84117 16 13 6864 7 3
84118 13 15 8123 16 10
84119 13 18 28244 12 12
84120 3 39 1896 4 5
84121 15 23 8091 5 8
84122 15 3 723 0 1
84123 7 3 360 0 1
84124 17 23 73042 30 14
84125 2 11 274 1 1
84126 4 33 1225 5 4
84127 18 36 57250 34 20
84128 8 23 5494 8 5
84129 6 12 3678 8 5
84130 14 34 98962 46 17
84131 8 29 5477 6 10
84132 7 36 4444 12 8
84133 20 4 1126 0 1
84134 3 16 318 1 0
84135 8 38 5385 10 8
84136 16 22 20633 18 12
84137 4 17 2716 8 8
84138 18 18 7891 12 9
84139 16 3 286 0 0
84140 9 30 7818 12 10
84141 6 6 564 1 1
84142 6 38 42385 17 12
84143 8 4 222 0 0
84144 17 40 60624 35 19
84145 5 15 1463 5 6
84146 19 1 249 0 0
84147 16 12 19737 8 4
84148 3 24 3678 6 5
84149 19 9 1850 0 1
84150 7 1 328 0 0
84151 5 1 321 0 0
84152 19 8 1205 0 1
84153 3 40 721 1 3
84154 3 40 1593 5 5
84155 16 20 14677 24 10
84156 11 21 42864 8 7
84157 15 2 579 0 0
84158 4 3 243 0 0
84159 1 37 326 0 0
84160 20 29 60350 28 7
84161 2 1 119 0 0
84162 12 25 6375 10 10
84163 16 11 3979 5 3
84164 9 38 17480 18 10
84165 7 32 4168 9 7
84166 14 28 51210 29 14
84167 20 1 460 0 0
84168 4 31 4672 6 6
84169 11 4 611 0 0
84170 17 31 28354 10 9
84171 7 13 5216 5 10
84172 17 38 34509 36 15
84173 3 17 1564 2 1
84174 20 25 78369 40 14
84175 4 39 3133 9 7
84176 18 16 18737 11 5
84177 3 5 597 1 1
84178 9 22 14570 19 6
84179 18 39 97555 49 34
84180 2 6 223 1 1
84181 3 3 84 0 0
84182 8 26 15998 12 11
84183 5 31 4013 9 8
84184 14 13 8216 9 4
84185 2 22 1133 3 3
84186 10 39 26380 23 8
84187 19 14 11569 7 4
84188 4 33 6178 9 6
84189 12 14 3952 7 6
84190 7 1 172 0 0
84191 13 9 57779 5 5
84192 18 17 12611 13 10
84193 14 14 34250 15 9
84194 8 11 4664 10 4
84195 15 23 4865 9 2
84196 1 10 106 0 0
84197 4 2 118 0 0
84198 18 26 107661 32 27
84199 9 19 14341 19 13
84200 16 19 4509 5 5
84201 12 17 41952 22 14
84202 8 14 3359 6 5
84203 18 23 53600 20 12
84204 2 6 84 0 0
84205 1 10 70 0 0
84206 8 5 613 0 2
84207 18 3 299 0 0
84208 9 3 163 0 0
84209 11 3 211 0 0
84210 15 22 47891 28 15
84211 7 9 618 0 2
84212 3 2 191 0 0
84213 3 21 653 2 1
84214 9 28 3425 7 4
84215 16 7 1453 0 2
84216 14 34 28941 24 11
84217 7 16 5141 13 5
84218 8 20 5490 13 9
84219 13 37 53978 25 13
84220 5 1 164 0 0
84221 3 22 565 1 1
84222 16 27 69566 32 20
84223 13 15 33322 23 9
84224 6 33 2898 6 6
84225 3 40 2579 5 3
84226 20 4 614 0 0
84227 15 15 48673 12 7
84228 19 40 45753 24 13
84229 5 7 1498 5 3
84230 7 15 3446 8 7
84231 14 39 29495 25 19
84232 15 34 16746 19 4
84233 8 11 3939 10 6
84234 2 1 57 0 0
84235 4 5 105 0 0
84236 13 19 49749 15 6
84237 1 7 290 0 0
84238 9 27 5846 12 8
84239 6 32 29728 12 7
84240 20 1 586 0 0
84241 18 38 31242 36 19
84242 19 19 13713 17 10
84243 15 5 407 0 0
84244 6 40 38467 8 11
84245 1 30 6977 0 0
84246 10 25 12176 15 9
84247 1 27 283 0 0
84248 2 28 327 0 0
84249 7 19 2502 5 2
84250 15 20 36406 14 8
84251 19 33 61861 45 26
84252 14 7 1534 1 2
84253 2 7 110 0 0
84254 5 13 1667 5 4
84255 3 7 28051 2 3
84256 9 5 957 1 1
84257 10 18 5692 12 5
84258 9 36 38477 22 14
84259 20 7 1307 0 1
84260 10 2 314 0 0
84261 5 24 2801 11 13
84262 9 7 580 0 3
84263 14 37 20433 16 13
84264 4 34 3466 6 2
84265 3 24 1173 1 2
84266 6 25 4960 10 5
84267 19 22 81209 33 24
84268 19 30 36703 34 13
84269 13 32 17381 18 13
84270 7 23 3236 9 5
84271 13 14 47233 14 12
84272 2 21 2297 4 4
84273 6 25 4160 7 3
84274 20 7 578 0 0
84275 13 4 327 0 0
84276 15 22 54833 25 13
84277 7 23 3390 7 6
84278 8 8 948 1 3
84279 6 13 1292 6 4
84280 4 16 356 1 1
84281 15 31 22891 21 13
84282 3 38 1706 6 5
84283 6 3 236 0 1
84284 1 21 121 0 0
84285 12 10 23947 6 5
84286 11 16 3338 6 5
84287 19 40 112392 45 23
84288 2 18 947 2 1
84289 12 8 3301 2 2
84290 14 16 7068 11 5
84291 20 19 69014 36 11
84292 5 39 6160 10 5
84293 1 13 93 0 0
84294 9 2 196 0 0
84295 12 10 25228 6 3
84296 10 3 357 0 0
84297 11 21 21394 26 14
84298 6 31 14497 7 5
84299 7 6 1039 1 1
84300 2 13 1054 2 2
84301 8 20 5330 8 4
84302 16 38 12072 17 6
84303 7 37 49132 11 8
84304 17 5 594 0 0
84305 12 5 1928 0 2
84306 15 20 11448 14 7
84307 20 33 46091 26 10
84308 9 19 19869 12 9
84309 13 9 2303 3 2
84310 6 16 2105 9 7
84311 9 25 6337 10 10
84312 4 14 494 1 1
84313 1 26 136 0 0
84314 16 38 57266 13 17
84315 16 13 30946 11 8
84316 12 5 399 0 0
84317 4 23 2074 4 3
84318 15 22 23139 28 11
84319 12 10 4473 7 2
84320 6 10 2744 8 4
84321 16 12 5195 6 3
84322 7 21 59740 10 6
84323 14 29 46337 26 19
84324 18 19 12877 14 16
84325 20 25 71114 29 19
84326 3 31 1236 2 2
84327 19 10 7202 4 2
84328 16 33 48924 19 20
84329 16 18 13546 18 13
84330 14 39 81737 26 16
84331 7 8 1655 3 5
84332 1 39 255 0 0
84333 20 26 56839 30 15
84334 19 31 54518 26 16
84335 1 40 224 0 0
84336 16 20 14296 18 10
84337 5 25 41758 14 10
84338 15 14 9753 13 10
84339 19 30 93305 33 18
84340 5 40 2409 5 5
84341 15 13 7280 8 4
84342 5 3 319 0 1
84343 2 26 605 2 2
84344 2 15 178 0 0
84345 5 35 2408 8 3
84346 10 36 29452 10 7
84347 18 25 17401 17 7
84348 9 23 1307 2 4
84349 16 3 488 0 1
84350 8 15 34977 8 4
84351 8 3 221 0 0
84352 16 27 20553 26 12
84353 3 36 47041 7 5
84354 10 36 15572 17 6
84355 20 7 1760 0 1
84356 11 35 37693 35 14
84357 16 34 61677 29 20
84358 15 1 379 0 0
84359 1 9 129 0 0
84360 7 37 10122 15 9
84361 10 10 4221 8 5
84362 12 29 37743 13 6
84363 11 4 471 0 1
84364 3 16 773 4 4
84365 17 16 7280 10 12
84366 2 7 219 1 1
84367 17 25 31673 10 9
84368 11 24 58240 20 7
84369 20 34 28331 27 17
84370 6 7 2208 2 6
84371 2 34 10938 1 0
84372 4 8 1952 4 3
84373 7 3 344 0 0
84374 12 38 20665 29 20
84375 14 33 111002 43 19
84376 1 37 202 0 0
84377 10 2 268 0 0
84378 15 9 2610 3 2
84379 19 10 3207 3 2
84380 9 1 371 0 0
84381 1 14 139 0 0
84382 9 10 1643 3 4
84383 19 34 60501 33 14
84384 17 5 354 0 0
84385 2 37 630 2 1
84386 4 11 506 2 2
84387 15 40 46607 22 7
84388 4 35 899 3 2
84389 9 2 149 0 0
84390 14 17 5711 12 12
84391 3 37 595 1 1
84392 3 18 352 1 1
84393 8 16 1339 3 4
84394 13 12 3557 8 4
84395 8 29 30418 11 11
84396 18 37 103412 57 24
84397 14 28 18083 18 11
84398 14 3 773 0 0
84399 17 21 15108 18 7
84400 3 21 3642 6 7
84401 19 9 1188 0 1
84402 12 22 52925 21 15
84403 2 27 1108 3 3
84404 12 14 3503 8 6
84405 3 18 569 3 1
84406 8 1 116 0 0
84407 3 4 27921 0 0
84408 10 22 5179 6 6
84409 15 17 12511 16 9
84410 13 31 3769 8 5
84411 8 21 30456 11 8
84412 1 8 75 0 0
84413 11 13 4412 7 7
84414 9 3 1014 0 1
84415 15 39 71461 22 18
84416 9 11 4266 8 5
84417 7 15 1917 6 6
84418 15 14 24130 15 11
84419 1 19 206 0 0
84420 5 40 5766 11 6
84421 6 36 2350 5 5
84422 11 13 2018 6 5
84423 13 33 67272 29 16
84424 17 5 1875 0 2
84425 20 5 2829 0 1
84426 12 17 8456 17 8
84427 2 3 144 1 0
84428 7 32 40507 13 6
84429 4 27 3522 4 6
84430 12 6 844 0 0
84431 18 27 8366 14 7
84432 15 39 38012 37 20
84433 19 16 41089 10 7
84434 3 6 1166 1 1
84435 16 26 11561 14 10
84436 20 23 69677 32 14
84437 1 13 159 0 0
84438 15 9 607 0 0
84439 6 15 3355 7 4
84440 20 27 72670 37 11
84441 1 7 96 0 0
84442 10 31 44256 24 13
84443 15 21 11645 12 6
84444 17 14 8345 10 4
84445 18 15 46999 11 5
84446 10 11 4793 7 6
84447 20 9 3536 2 2
84448 9 11 1360 1 4
84449 7 36 49878 12 5
84450 9 9 3380 5 2
84451 13 15 3477 1 7
84452 19 30 30734 13 14
84453 11 3 756 0 0
84454 2 13 676 1 1
84455 10 25 7198 10 4
84456 13 12 3497 8 4
84457 18 18 12807 17 12
84458 9 1 189 0 0
84459 8 24 27121 13 6
84460 12 12 5421 10 4
84461 1 39 179 0 0
84462 8 15 4109 9 5
84463 15 30 64649 16 8
84464 13 26 14844 23 19
84465 1 15 86 0 0
84466 7 36 40136 9 9
84467 13 40 38573 24 16
84468 2 25 1144 2 1
84469 13 7 3255 2 2
84470 1 18 206 0 0
84471 4 37 4719 6 5
84472 2 18 255 0 0
84473 9 32 15460 20 12
84474 14 3 540 0 0
84475 13 24 4415 4 5
84476 17 28 25569 26 12
84477 14 22 54001 13 9
84478 18 25 22757 22 11
84479 1 34 336 0 0
84480 18 30 35207 19 13
84481 15 29 18764 30 9
84482 20 28 42756 21 10
84483 3 38 1905 4 5
84484 6 28 47075 6 2
84485 9 14 5942 8 8
84486 15 22 26595 17 6
84487 2 7 160 0 0
84488 11 31 13694 19 10
84489 15 18 44646 24 5
84490 6 19 2700 7 6
84491 3 20 729 2 1
84492 6 24 3080 8 3
84493 11 39 37307 10 9
84494 6 15 2974 6 4
84495 12 27 26772 27 14
84496 15 26 24222 29 10
84497 15 2 531 0 0
84498 6 21 1838 5 5
84499 19 9 2771 1 1
84500 13 12 23245 16 6
84501 8 4 233 0 0
84502 18 36 60129 25 22
84503 9 2 170 0 0
84504 17 37 33741 25 15
84505 2 36 189 0 0
84506 2 11 76 0 0
84507 20 16 4764 9 3
84508 13 38 7585 16 12
84509 10 28 23248 13 6
84510 3 32 572 1 1
84511 5 36 2481 6 3
84512 13 14 9686 14 3
84513 17 15 42142 12 3
84514 14 35 28699 29 15
84515 20 12 2815 3 4
84516 12 21 13446 17 3
84517 15 22 6656 7 6
84518 17 11 3090 4 2
84519 11 37 11067 15 8
84520 15 34 49183 27 8
84521 17 9 1832 1 2
84522 18 28 86018 44 16
84523 13 27 62220 26 19
84524 18 29 67580 31 19
84525 12 37 35755 26 15
84526 7 39 39424 17 13
84527 19 33 37135 22 8
84528 4 35 4863 7 10
84529 7 5 612 0 1
84530 15 15 11235 14 14
84531 15 10 1813 3 3
84532 16 3 292 0 0
84533 20 37 84840 36 17
84534 15 22 13063 16 10
84535 15 20 25096 10 3
84536 11 25 21770 21 14
84537 13 14 38966 18 10
84538 12 1 420 0 0
84539 1 20 119 0 0
84540 20 26 73726 42 16
84541 4 11 1721 7 3
84542 15 14 8634 15 6
84543 17 37 37753 20 14
84544 6 25 4275 12 8
84545 5 31 44914 8 8
84546 17 6 598 0 0
84547 20 30 17054 18 12
84548 7 28 6593 9 8
84549 3 30 3084 6 4
84550 9 5 838 0 1
84551 20 27 62817 26 13
84552 17 27 55551 39 12
84553 4 32 1414 3 3
84554 12 7 856 0 2
84555 19 39 31311 29 12
84556 12 31 7145 16 8
84557 8 19 17232 4 5
84558 3 33 2768 4 1
84559 1 9 219 0 0
84560 14 3 613 0 0
84561 18 35 84350 42 17
84562 2 23 430 1 0
84563 8 36 3915 8 9
84564 17 37 22940 29 11
84565 12 7 1737 2 1
84566 12 27 22788 30 16
84567 14 38 49600 20 10
84568 9 39 44829 25 12
84569 4 40 7898 10 9
84570 14 35 23582 30 17
84571 9 28 7391 15 8
84572 1 16 341 0 0
84573 11 10 3730 3 7
84574 18 26 41413 11 5
84575 18 28 48854 22 15
84576 3 16 580 1 2
84577 1 39 197 0 0
84578 20 39 86804 47 15
84579 20 4 901 0 0
84580 18 8 3165 2 1
84581 9 18 6890 11 7
84582 9 11 1774 4 1
84583 13 17 5840 14 5
84584 8 14 34242 14 11
84585 3 21 412 1 1
84586 4 34 4892 11 11
84587 6 15 2059 7 4
84588 4 8 591 3 1
84589 20 15 21811 8 5
84590 1 32 413 0 0
84591 3 19 2611 7 5
84592 8 29 6927 13 12
84593 2 33 161 0 0
84594 13 31 66426 36 23
84595 16 10 5221 3 3
84596 15 1 221 0 0
84597 2 7 309 1 1
84598 6 36 19521 8 9
84599 5 39 5488 8 4
84600 14 35 41556 41 18
84601 17 30 92215 36 19
84602 16 20 11680 17 8
84603 19 37 51066 34 15
84604 3 10 628 2 2
84605 5 13 619 1 2
84606 16 25 58673 18 11
84607 9 22 5213 14 8
84608 11 28 31041 19 12
84609 1 28 119 0 0
84610 18 4 370 0 0
84611 8 7 1081 3 2
84612 9 13 2994 8 9
84613 1 19 94 0 0
84614 9 21 4435 14 7
84615 9 11 34516 4 3
84616 3 16 466 1 1
84617 7 37 4151 9 6
84618 4 16 1462 4 5
84619 8 33 52841 23 18
84620 15 40 42049 34 11
84621 12 30 4994 10 3
84622 5 19 12119 5 3
84623 8 11 3662 5 5
84624 10 29 10047 11 13
84625 17 38 54509 28 20
84626 2 4 248 1 2
84627 18 19 48847 19 13
84628 16 28 17930 22 15
84629 14 2 314 0 0
84630 15 18 29832 22 13
84631 2 16 1089 2 2
84632 14 25 8137 14 7
84633 1 5 63 0 0
84634 4 36 1422 5 4
84635 6 38 38751 10 7
84636 17 6 366 0 0
84637 2 15 538 1 0
84638 19 39 43742 15 17
84639 9 8 5428 9 5
84640 1 22 289 0 0
84641 3 25 368 0 0
84642 20 17 10087 11 8
84643 15 24 6846 14 5
84644 19 25 19582 21 12
84645 12 8 2321 2 2
84646 10 40 13721 16 9
84647 3 4 210 0 1
84648 18 14 27045 6 5
84649 17 33 51911 27 20
84650 3 22 1987 3 3
84651 7 4 443 0 0
84652 14 39 14337 19 10
84653 19 33 39961 22 16
84654 19 7 887 0 1
84655 10 15 41363 10 5
84656 2 31 1093 1 1
84657 7 39 9014 12 6
84658 10 31 6465 7 10
84659 17 20 35893 11 7
84660 14 19 4709 10 9
84661 4 6 372 1 1
84662 11 5 477 0 1
84663 16 30 81322 38 16
84664 10 29 10777 16 16
84665 2 19 855 2 1
84666 7 4 217 0 0
84667 8 35 31251 13 8
84668 1 39 464 0 0
84669 13 24 19676 23 12
84670 19 21 11420 16 11
84671 7 1 127 0 0
84672 2 24 390 1 1
84673 14 7 1106 1 1
84674 10 7 481 0 2
84675 14 19 46799 17 3
84676 9 1 355 0 0
84677 1 35 328 0 0
84678 18 22 39575 15 12
84679 6 1 194 0 0
84680 12 15 10728 12 8
84681 20 16 22682 12 4
84682 7 36 9229 14 8
84683 20 31 12789 14 11
84684 9 10 36822 5 4
84685 6 18 2147 6 6
84686 19 6 1634 0 2
84687 17 3 305 0 0
84688 20 38 75136 42 20
84689 17 10 5995 3 2
84690 5 1 136 0 0
84691 9 2 258 0 0
84692 7 34 6434 10 5
84693 1 17 128 0 0
84694 13 18 5748 8 6
84695 13 18 43857 23 5
84696 17 31 43360 15 6
84697 14 19 16543 19 25
84698 6 28 913 2 2
84699 5 5 876 2 2
84700 1 4 84 0 0
84701 8 5 584 0 1
84702 4 4 800 2 2
84703 4 28 2538 10 7
84704 17 38 89141 36 15
84705 15 22 8392 15 6
84706 9 22 4203 13 7
84707 10 26 16594 14 8
84708 13 28 15872 20 10
84709 7 10 1303 5 4
84710 11 6 998 2 1
84711 16 20 84936 25 13
84712 1 36 272 0 0
84713 12 32 20785 21 14
84714 12 9 2987 5 1
84715 4 22 1671 4 2
84716 16 15 11509 17 7
84717 1 34 143 0 0
84718 19 15 47413 6 7
84719 12 8 3274 2 3
84720 20 13 7899 7 5
84721 18 10 2785 3 1
84722 8 37 45527 14 13
84723 19 19 13911 18 17
84724 19 35 25409 32 9
84725 6 4 222 0 0
84726 6 8 984 3 4
84727 19 1 335 0 0
84728 10 7 1347 3 2
84729 20 13 4452 6 4
84730 15 13 5065 8 5
84731 19 24 44233 16 15
84732 11 12 1749 4 4
84733 20 2 283 0 0
84734 10 23 6514 17 9
84735 9 1 150 0 0
84736 11 22 50991 29 16
84737 1 30 119 0 0
84738 9 31 1753 5 4
84739 11 24 12936 19 12
84740 4 19 746 3 3
84741 12 36 15819 27 10
84742 13 14 2692 6 6
84743 20 40 57302 33 21
84744 10 32 57359 21 20
84745 16 14 6139 13 4
84746 3 25 361 1 1
84747 2 27 281 1 0
84748 19 2 294 0 0
84749 7 5 126 0 0
84750 10 22 5655 9 6
84751 8 40 19505 13 6
84752 5 14 1956 6 3
84753 4 24 1335 2 2
84754 17 22 43058 28 11
84755 18 9 1936 1 2
84756 12 40 51342 19 17
84757 1 37 525 0 0
84758 13 34 26683 20 10
84759 1 5 150 0 0
84760 5 23 3331 5 5
84761 5 26 6308 10 7
84762 2 14 193 0 0
84763 1 8 121 0 0
84764 11 4 370 0 0
84765 12 21 4094 5 5
84766 20 21 94092 34 13
84767 11 23 15418 18 11
84768 11 40 35142 36 12
84769 13 29 8773 13 13
84770 3 3 46756 0 1
84771 9 9 2551 1 4
84772 7 21 5993 10 9
84773 15 23 7024 11 4
84774 6 15 1453 7 5
84775 10 38 22318 16 11
84776 5 3 334 0 1
84777 20 25 19286 28 9
84778 16 6 1209 0 1
84779 1 28 204 0 0
84780 14 17 9426 7 7
84781 7 18 4847 10 7
84782 10 10 3127 4 5
84783 13 12 5243 10 4
84784 16 24 3150 4 5
84785 3 13 953 4 3
84786 20 33 81733 34 19
84787 2 2 225 0 1
84788 4 6 507 0 1
84789 9 34 3056 4 2
84790 12 18 8204 16 8
84791 13 6 1060 1 1
84792 14 26 12128 24 11
84793 15 13 21880 8 2
84794 18 36 71026 26 13
84795 9 17 7187 15 9
84796 12 25 15964 18 14
84797 12 6 284 0 0
84798 2 5 85 0 0
84799 14 28 11946 23 11
84800 14 28 93127 27 19
84801 5 33 3908 4 3
84802 1 9 253 0 0
84803 6 16 7352 12 11
84804 15 29 14222 23 10
84805 8 26 4499 11 8
84806 19 36 44764 29 15
84807 15 18 44200 19 10
84808 12 33 10752 14 11
84809 16 6 952 0 1
84810 16 23 12314 16 15
84811 8 4 279 0 0
84812 17 25 24406 32 15
84813 15 39 48399 16 19
84814 9 13 1232 1 4
84815 12 23 43930 18 9
84816 18 20 16918 22 16
84817 7 28 2174 7 6
84818 13 40 40057 31 20
84819 16 31 77761 42 19
84820 5 8 1558 4 4
84821 15 9 3845 2 4
84822 19 2 693 0 0
84823 8 36 12281 20 11
84824 12 8 1416 4 1
84825 14 39 60734 34 14
84826 15 34 51984 27 13
84827 13 39 39869 36 22
84828 5 19 554 1 1
84829 18 8 21002 3 1
84830 16 25 20554 24 15
84831 6 16 38802 6 7
84832 7 29 9545 20 13
84833 12 5 915 1 1
84834 5 25 15977 7 6
84835 17 23 40333 24 9
84836 4 27 5415 9 9
84837 2 26 1564 2 1
84838 8 18 1703 3 3
84839 8 1 153 0 0
84840 1 15 116 0 0
84841 16 23 8003 13 12
84842 8 1 39950 0 0
84843 16 6 2165 1 1
84844 5 26 2203 6 7
84845 8 22 3333 6 6
84846 10 16 4266 12 6
84847 13 37 48812 32 17
84848 5 22 5319 8 5
84849 17 7 2651 1 1
84850 3 31 1292 4 4
84851 1 1 53 0 0
84852 9 9 3146 6 6
84853 6 1 104 0 0
84854 16 15 20580 12 9
84855 15 39 59494 37 21
84856 6 36 24335 14 11
84857 15 16 11832 15 13
84858 10 18 19210 21 10
84859 5 32 2955 5 5
84860 16 30 79168 17 9
84861 19 37 33279 36 18
84862 16 14 5687 9 6
84863 17 8 2270 1 3
84864 18 31 25943 15 10
84865 10 30 14944 22 14
84866 8 28 60278 13 6
84867 18 28 35848 19 14
84868 1 34 264 0 0
84869 14 38 14511 19 10
84870 8 33 1265 3 4
84871 17 37 25123 25 7
84872 2 7 113 0 0
84873 12 11 47305 8 8
84874 1 14 114 0 0
84875 14 18 7664 15 8
84876 18 26 34995 21 15
84877 9 24 18237 18 16
84878 8 32 10569 15 12
84879 11 11 4454 8 8
84880 5 4 257 0 1
84881 5 26 2765 6 5
84882 5 9 917 4 5
84883 17 39 88862 52 18
84884 9 38 16003 16 10
84885 3 20 387 0 1
84886 3 5 148 0 0
84887 7 14 4701 10 8
84888 7 11 4145 9 4
84889 19 17 12046 17 11
84890 20 29 47998 38 18
84891 7 36 50926 14 9
84892 8 2 247 0 0
84893 12 37 29761 21 23
84894 11 4 1047 0 0
84895 13 2 482 0 0
84896 2 23 601 0 0
84897 18 30 19640 26 15
84898 7 2 109 0 0
84899 8 9 14505 5 5
84900 11 34 10341 17 8
84901 8 22 3714 8 7
84902 10 25 40251 12 8
84903 18 38 58444 37 16
84904 17 5 1096 0 1
84905 3 13 152 0 0
84906 16 13 10098 14 8
84907 20 7 540 0 0
84908 19 4 424 0 0
84909 5 23 3665 12 10
84910 1 35 136 0 0
84911 13 14 41535 10 6
84912 10 21 5910 7 5
84913 3 31 2286 7 6
84914 10 1 172 0 0
84915 9 38 4325 8 11
84916 8 23 1802 5 5
84917 12 5 35437 1 1
84918 1 1 68 0 0
84919 18 8 1871 0 1
84920 3 15 1044 3 1
84921 19 7 1087 0 1
84922 14 7 3219 1 2
84923 16 15 12637 18 8
84924 19 3 429 0 0
84925 2 15 170 0 1
84926 10 4 14009 0 0
84927 19 16 13169 10 4
84928 18 30 46531 21 9
84929 10 31 13181 11 14
84930 15 31 33922 22 17
84931 13 23 11856 17 10
84932 7 15 4579 12 9
84933 20 28 42450 17 7
84934 7 10 1052 3 1
84935 2 23 189 0 0
84936 11 31 60530 33 16
84937 18 24 36075 25 20
84938 6 35 4761 12 11
84939 1 12 117 0 0
84940 7 10 1234 2 3
84941 1 33 347 0 0
84942 2 21 429 0 0
84943 13 39 47938 16 13
84944 14 15 52654 22 7
84945 13 30 16113 24 10
84946 15 34 27436 18 14
84947 4 6 1065 2 2
84948 14 40 65341 30 18
84949 14 33 35246 20 17
84950 11 18 1416 2 5
84951 14 16 19948 15 10
84952 3 33 2432 3 3
84953 5 20 3777 14 9
84954 1 29 139 0 0
84955 2 15 105 0 0
84956 12 38 56671 24 14
84957 18 20 58794 39 9
84958 4 24 774 3 2
84959 1 13 83 0 0
84960 12 40 25792 24 16
84961 13 27 10922 11 11
84962 12 1 434 0 0
84963 5 23 2565 3 3
84964 5 26 3510 9 8
84965 7 38 57879 16 11
84966 7 32 34913 20 12
84967 8 16 5790 8 8
84968 1 7 80 0 0
84969 16 2 282 0 0
84970 11 12 7201 10 8
84971 9 26 3992 12 6
84972 14 35 8009 16 8
84973 20 21 33695 22 11
84974 3 36 885 2 1
84975 18 23 63536 25 8
84976 7 38 4270 10 5
84977 5 30 29107 12 11
84978 2 29 636 1 1
84979 2 33 860 1 0
84980 4 26 1483 3 3
84981 7 31 6527 10 8
84982 11 19 19499 13 10
84983 19 22 67627 37 16
84984 6 4 779 0 1
84985 3 33 3477 7 5
84986 2 21 698 1 1
84987 16 11 3493 4 1
84988 4 29 539 1 3
84989 17 31 42263 18 10
84990 20 7 466 0 0
84991 3 30 714 2 1
84992 13 29 12940 23 26
84993 8 13 1520 6 1
84994 18 2 256 0 0
84995 1 19 87 0 0
84996 9 25 34182 16 8
84997 19 27 51064 14 6
84998 14 36 42510 41 22
84999 2 19 958 3 3
85000 5 7 892 3 2
85001 9 19 4791 8 9
85002 5 26 15609 10 7
85003 20 32 68108 40 16
85004 16 36 58589 28 13
85005 10 22 10128 16 7
85006 4 31 1942 4 5
85007 20 14 5065 5 3
85008 13 17 7212 14 5
85009 11 22 45883 13 10
85010 20 26 65492 42 16
85011 8 19 3953 5 7
85012 15 4 1094 0 1
85013 5 12 2525 8 6
85014 9 9 3239 6 5
85015 11 30 8670 14 6
85016 15 30 42213 18 13
85017 7 32 2038 5 2
85018 19 8 2976 2 1
85019 3 19 999 2 2
85020 15 34 71440 30 11
85021 20 35 69651 51 18
85022 12 36 59428 31 21
85023 3 17 145 0 0
85024 4 5 318 2 0
85025 11 24 4723 11 10
85026 7 36 15568 10 8
85027 10 37 6141 9 5
85028 13 32 7053 14 11
85029 3 22 1183 4 5
85030 19 24 5051 7 3
85031 10 1 208 0 0
85032 4 28 729 1 0
85033 4 12 913 3 4
85034 6 34 2579 6 5
85035 14 9 3860 4 3
85036 1 37 213 0 0
85037 3 29 344 0 1
85038 11 3 300 0 0
85039 13 18 45896 15 9
85040 1 3 50 0 0
85041 10 28 10312 12 8
85042 19 32 50659 20 11
85043 16 12 6221 9 7
85044 1 10 74 0 0
85045 2 2 134 0 1
85046 10 22 2209 4 5
85047 5 8 507 2 2
85048 13 37 26342 23 9
85049 7 23 4597 4 7
85050 19 6 1149 0 1
85051 15 8 1444 0 2
85052 4 9 583 1 1
85053 13 4 635 0 0
85054 13 10 23404 7 4
85055 5 26 1261 1 1
85056 15 23 10220 10 8
85057 4 37 1579 5 3
85058 3 6 434 2 2
85059 14 35 52391 24 16
85060 18 10 3569 3 1
85061 16 12 23645 10 4
85062 5 25 2407 3 3
85063 18 34 71397 36 16
85064 5 32 28391 10 6
85065 7 11 3875 5 4
85066 8 13 5108 8 3
85067 14 17 6020 8 4
85068 4 8 1485 7 6
85069 14 17 2749 5 6
85070 15 3 684 0 0
85071 8 22 7909 11 7
85072 2 22 172 0 0
85073 11 38 11508 18 11
85074 16 18 49223 18 4
85075 14 14 7312 12 7
85076 12 9 2235 5 4
85077 20 26 24093 27 17
85078 8 36 48328 18 17
85079 17 14 9446 8 5
85080 19 14 34953 5 5
85081 5 23 279 0 0
85082 14 21 7935 14 14
