Iteration Agents Items Duration Price_Rise_Steps Tranfer_Steps
91641 18 3 515 0 0
91642 7 28 23340 18 10
91643 20 30 60557 58 24
91644 18 22 97996 29 17
91645 6 32 8128 12 7
91646 13 35 53168 23 14
91647 18 3 630 0 0
91648 5 29 3064 5 2
91649 18 14 5937 5 5
91650 2 12 99 0 0
91651 11 5 403 0 1
91652 5 37 3752 11 10
91653 16 14 6032 10 8
91654 11 28 21559 26 8
91655 8 15 7801 15 12
91656 13 21 47409 20 9
91657 2 36 2051 3 3
91658 8 28 7803 14 10
91659 14 24 43415 14 10
91660 8 7 3502 3 2
91661 11 5 616 0 1
91662 5 37 4347 13 12
91663 13 33 41407 18 10
91664 4 4 234 0 1
91665 17 38 48913 31 21
91666 6 34 13460 6 3
91667 6 24 7050 11 11
91668 19 11 6628 7 3
91669 3 1 103 0 0
91670 18 26 14392 18 10
91671 5 24 1670 4 2
91672 6 25 1431 3 3
91673 15 9 4608 4 2
91674 5 10 754 1 2
91675 16 22 46618 8 4
91676 2 32 1727 2 2
91677 9 19 10079 11 10
91678 9 1 245 0 0
91679 20 40 54601 34 18
91680 15 8 727 0 1
91681 1 37 133 0 0
91682 13 3 309 0 0
91683 6 20 1214 3 4
91684 19 38 63191 29 18
91685 20 17 13348 16 8
91686 7 25 43514 17 11
91687 3 21 2407 6 5
91688 17 37 28245 19 12
91689 11 9 884 0 3
91690 17 16 36085 14 10
91691 11 30 49671 27 27
91692 4 7 1376 2 1
91693 16 36 14025 16 12
91694 2 29 494 1 1
91695 11 19 5163 10 7
91696 19 14 14393 10 3
91697 12 31 7313 12 9
91698 16 40 112440 51 30
91699 6 27 2844 11 6
91700 12 3 370 0 1
91701 13 17 8677 19 11
91702 7 25 4892 12 12
91703 12 20 28126 12 8
91704 19 30 57885 19 10
91705 15 18 7189 12 7
91706 9 2 144 0 0
91707 16 38 39185 39 23
91708 18 5 319 0 0
91709 19 16 2354 2 5
91710 18 33 24649 33 14
91711 3 20 821 2 2
91712 17 21 56170 23 15
91713 13 38 46047 17 8
91714 3 3 425 0 1
91715 12 20 7970 11 5
91716 13 20 16302 20 18
91717 19 38 74896 45 21
91718 13 17 35829 19 10
91719 5 7 718 3 4
91720 1 29 117 0 0
91721 15 35 9535 18 11
91722 13 14 6847 16 6
91723 14 27 29450 27 12
91724 17 16 9365 4 8
91725 9 31 7296 11 8
91726 4 30 254 0 0
91727 8 38 48878 14 11
91728 8 12 1538 2 1
91729 6 32 6090 11 8
91730 19 38 61706 39 16
91731 10 38 46146 22 9
91732 3 23 591 1 1
91733 1 4 93 0 0
91734 6 18 4525 10 5
91735 13 30 43873 17 8
91736 7 40 5933 11 8
91737 12 23 42303 21 13
91738 1 1 66 0 0
91739 4 40 4929 8 5
91740 19 10 39954 1 2
91741 8 30 11887 15 10
91742 12 35 40089 26 17
91743 6 30 3369 6 3
91744 18 21 9095 10 7
91745 19 3 335 0 0
91746 5 20 545 1 1
91747 16 12 2789 6 1
91748 6 40 1911 4 2
91749 19 3 312 0 0
91750 7 40 32849 14 10
91751 11 21 8233 15 12
91752 18 23 46975 24 11
91753 3 12 971 4 2
91754 19 6 489 0 0
91755 16 15 22158 3 7
91756 1 9 133 0 0
91757 9 12 3328 4 2
91758 2 32 1431 3 2
91759 3 17 1148 5 6
91760 14 5 257 0 0
91761 12 34 17866 17 12
91762 13 15 4893 5 4
91763 4 18 1335 3 2
91764 14 14 4121 6 4
91765 2 22 220 0 0
91766 18 32 76170 33 14
91767 3 22 1661 2 2
91768 7 40 5283 7 10
91769 17 9 370 0 0
91770 19 40 24728 21 13
91771 11 4 369 0 0
91772 12 35 51754 32 19
91773 3 33 1122 3 4
91774 18 2 424 0 0
91775 1 13 91 0 0
91776 19 19 57434 21 17
91777 13 7 1645 1 1
91778 8 22 4172 7 7
91779 18 2 550 0 0
91780 14 3 443 0 0
91781 2 18 650 1 2
91782 4 18 1078 2 1
91783 5 15 1437 5 3
91784 14 22 31738 16 8
91785 7 10 1623 5 2
91786 20 38 89974 29 15
91787 19 7 1350 0 2
91788 6 4 292 0 1
91789 17 1 430 0 0
91790 16 4 374 0 0
91791 5 17 2091 5 5
91792 11 1 288 0 0
91793 19 8 423 0 0
91794 3 18 1432 5 4
91795 2 35 493 0 1
91796 4 34 1065 3 2
91797 20 6 439 0 0
91798 9 33 50232 18 14
91799 10 8 3486 7 3
91800 15 5 932 0 1
91801 9 4 762 0 1
91802 9 35 56070 13 12
91803 5 35 6616 14 9
91804 8 14 2355 4 4
91805 1 37 286 0 0
91806 15 22 9433 12 5
91807 8 24 4720 12 10
91808 15 11 29732 9 4
91809 13 22 11063 19 10
91810 15 20 69592 15 8
91811 17 32 29703 26 13
91812 20 15 6364 7 4
91813 1 4 67 0 0
91814 14 4 281 0 0
91815 7 16 1476 4 3
91816 14 13 5828 11 6
91817 10 22 39691 11 6
91818 2 5 469 1 0
91819 3 12 894 1 1
91820 16 21 56505 20 6
91821 20 4 930 0 0
91822 1 27 333 0 0
91823 4 37 5279 8 4
91824 5 11 1166 7 4
91825 6 30 4659 17 13
91826 8 21 14762 8 9
91827 14 1 496 0 0
91828 20 19 19904 23 15
91829 12 18 47842 14 7
91830 4 30 4668 11 6
91831 7 20 3985 6 6
91832 4 14 769 3 3
91833 13 10 2890 6 3
91834 2 5 76 0 0
91835 15 17 48744 11 12
91836 18 13 7284 7 2
91837 1 13 90 0 0
91838 14 23 11710 18 8
91839 6 30 3774 8 7
91840 10 35 47218 21 10
91841 4 25 1387 6 5
91842 19 11 28874 4 2
91843 20 27 22417 17 11
91844 15 5 1123 0 1
91845 1 18 271 0 0
91846 13 22 17367 22 13
91847 14 18 7147 12 5
91848 12 31 56562 17 12
91849 18 17 12724 11 11
91850 16 30 37951 25 13
91851 4 36 254 0 0
91852 10 17 3863 11 7
91853 15 35 23225 24 11
91854 8 16 63795 16 9
91855 15 15 3967 5 10
91856 10 21 25289 27 10
91857 6 13 3603 5 5
91858 16 34 10118 16 11
91859 2 26 320 1 0
91860 10 33 25312 12 14
91861 14 14 7559 10 12
91862 10 38 59357 16 10
91863 14 14 6141 10 8
91864 14 4 241 0 0
91865 4 7 269 1 1
91866 6 9 733 2 3
91867 11 38 16492 23 14
91868 18 6 282 0 0
91869 3 8 1679 5 4
91870 9 39 5037 12 5
91871 14 37 20964 19 13
91872 7 33 3284 12 7
91873 17 33 35629 25 20
91874 20 36 92857 34 10
91875 16 17 15398 16 6
91876 10 13 4344 9 5
91877 17 13 1873 0 4
91878 19 11 5594 4 4
91879 14 27 59486 28 20
91880 9 4 701 0 1
91881 13 36 44371 17 11
91882 6 13 1843 3 1
91883 15 2 544 0 0
91884 18 16 12928 16 5
91885 17 37 67550 37 28
91886 11 36 51118 25 15
91887 18 7 3286 1 1
91888 4 7 522 0 1
91889 13 15 5160 11 6
91890 8 16 2019 4 6
91891 17 11 656 0 0
91892 5 34 3296 10 6
91893 17 5 550 0 0
91894 10 26 7204 20 9
91895 12 27 41086 17 6
91896 15 2 263 0 0
91897 11 11 4750 8 6
91898 16 34 58537 20 17
91899 3 2 86 0 0
91900 2 2 60 0 0
91901 13 7 1188 1 3
91902 6 2 212 0 0
91903 14 1 240 0 0
91904 19 21 23907 18 12
91905 7 33 8315 12 9
91906 3 32 1079 4 3
91907 16 11 3837 7 2
91908 1 27 105 0 0
91909 16 32 54187 43 20
91910 18 38 63941 38 14
91911 19 30 38173 24 14
91912 6 40 4116 9 6
91913 15 25 60768 20 13
91914 3 17 1341 3 2
91915 17 37 33643 31 18
91916 5 32 5433 9 10
91917 6 18 4823 10 7
91918 15 22 8388 12 12
91919 9 19 41498 14 8
91920 6 3 452 0 0
91921 16 29 66536 36 21
91922 18 4 914 0 1
91923 15 5 396 0 1
91924 18 33 15170 24 14
91925 13 26 35104 22 15
91926 8 35 6316 14 9
91927 9 27 13297 14 7
91928 19 25 46682 26 8
91929 16 15 26355 13 10
91930 19 16 14265 16 8
91931 18 37 52771 20 13
91932 11 6 230 0 0
91933 1 17 87 0 0
91934 1 17 91 0 0
91935 6 14 2028 8 9
91936 2 12 98 0 0
91937 17 9 28466 2 1
91938 18 23 9945 8 14
91939 6 4 770 0 2
91940 5 8 989 2 3
91941 16 26 9224 12 12
91942 6 18 655 2 2
91943 9 17 1971 6 4
91944 2 10 226 1 1
91945 6 6 812 3 3
91946 8 2 158 0 0
91947 18 20 45775 23 14
91948 9 2 449 0 1
91949 4 15 775 3 3
91950 8 26 5263 10 10
91951 1 19 108 0 0
91952 16 14 52851 18 9
91953 3 37 2820 5 7
91954 14 12 4263 9 3
91955 20 38 37678 23 13
91956 1 28 161 0 0
91957 2 40 393 0 1
91958 18 38 82467 40 23
91959 3 39 697 2 3
91960 3 5 245 1 1
91961 20 24 19778 34 17
91962 3 34 1357 5 5
91963 18 20 35984 24 15
91964 8 26 4936 10 9
91965 2 13 385 1 1
91966 15 24 59977 17 9
91967 20 12 4002 4 3
91968 7 40 15166 11 6
91969 10 32 14446 15 16
91970 7 9 2562 6 6
91971 16 31 53103 24 11
91972 16 1 257 0 0
91973 8 15 1382 5 2
91974 7 6 872 1 3
91975 12 17 6283 11 5
91976 1 25 260 0 0
91977 8 34 43160 17 12
91978 13 5 375 0 0
91979 19 20 14276 13 11
91980 20 26 37730 35 15
91981 1 17 145 0 0
91982 5 9 1088 4 2
91983 19 2 339 0 0
91984 17 18 31948 6 8
91985 7 18 3269 6 4
91986 13 6 1570 2 1
91987 15 23 25284 13 6
91988 6 15 4533 6 5
91989 14 24 9266 16 6
91990 4 28 3426 11 11
91991 15 6 543 0 1
91992 16 7 12252 0 2
91993 13 25 21244 21 8
91994 3 21 1346 5 4
91995 15 25 62907 23 16
91996 1 5 159 0 0
91997 17 38 47244 33 25
91998 5 12 1349 5 3
91999 18 15 47261 13 7
92000 16 28 38409 23 9
92001 11 38 12129 17 12
92002 13 32 21514 13 8
92003 15 35 44897 30 13
92004 20 13 5268 5 3
92005 4 32 1524 4 2
92006 7 7 1033 3 2
92007 15 10 944 0 3
92008 15 2 277 0 0
92009 20 6 545 0 0
92010 13 8 860 0 2
92011 18 12 29249 2 5
92012 4 3 254 0 1
92013 11 37 9244 16 11
92014 14 26 34685 33 12
92015 3 19 1129 4 3
92016 8 8 1564 4 3
92017 10 2 252 0 0
92018 10 17 5892 13 8
92019 11 26 45039 14 10
92020 16 27 39988 19 10
92021 3 32 2849 6 4
92022 16 12 5950 6 2
92023 19 2 654 0 0
92024 16 23 12486 18 6
92025 3 32 907 3 2
92026 10 32 19438 24 11
92027 16 40 90922 57 20
92028 9 6 594 0 1
92029 7 3 614 0 1
92030 6 3 246 0 0
92031 9 19 9596 13 11
92032 9 9 4422 9 7
92033 17 31 18741 21 18
92034 3 1 75 0 0
92035 2 4 205 1 1
92036 20 11 3691 2 3
92037 1 14 238 0 0
92038 10 35 40104 20 14
92039 10 21 46948 17 10
92040 10 13 5363 9 8
92041 2 32 689 1 1
92042 10 22 10311 26 9
92043 20 25 5841 8 6
92044 8 11 903 3 2
92045 18 15 13712 11 7
92046 13 5 1186 1 3
92047 4 29 4159 6 6
92048 19 2 498 0 0
92049 18 18 18337 20 10
92050 11 3 708 0 1
92051 18 28 43008 21 12
92052 15 7 32225 1 2
92053 3 39 2081 3 4
92054 5 7 1634 2 6
92055 5 8 1313 3 2
92056 7 31 4541 8 5
92057 10 8 3847 4 5
92058 9 24 7332 16 7
92059 10 22 6325 15 14
92060 12 17 50945 19 10
92061 10 17 4686 12 8
92062 14 27 37134 22 14
92063 15 37 29048 37 14
92064 2 21 308 1 1
92065 1 34 117 0 0
92066 7 2 114 0 0
92067 16 20 28685 9 8
92068 3 10 669 3 2
92069 3 25 3751 4 3
92070 2 1 156 0 0
92071 4 31 2127 3 2
92072 7 31 8262 12 7
92073 19 19 50456 15 8
92074 14 15 6248 12 13
92075 16 40 39961 28 14
92076 3 31 787 3 4
92077 4 26 929 4 2
92078 19 1 324 0 0
92079 8 17 5640 15 9
92080 3 15 756 3 2
92081 3 33 254 0 0
92082 20 18 44517 12 6
92083 3 23 705 2 1
92084 2 34 565 1 1
92085 11 35 41543 20 17
92086 16 36 39602 39 23
92087 9 22 4011 12 6
92088 14 19 36776 13 4
92089 15 29 61012 27 14
92090 13 19 8137 17 8
92091 5 27 12317 6 4
92092 6 9 560 1 3
92093 10 15 8313 11 8
92094 7 33 1752 5 7
92095 12 29 7739 13 15
92096 7 35 35291 11 8
92097 15 31 14946 22 11
92098 16 17 49937 17 7
92099 1 16 173 0 0
92100 13 1 269 0 0
92101 13 36 31250 21 14
92102 14 32 15219 22 8
92103 9 4 631 0 1
92104 19 38 40541 27 16
92105 19 16 35088 9 8
92106 16 28 43381 18 15
92107 1 30 114 0 0
92108 13 20 11916 16 13
92109 13 24 10940 17 12
92110 16 26 26967 18 11
92111 15 39 51589 26 19
92112 14 2 319 0 0
92113 1 5 75 0 0
92114 17 32 52759 39 18
92115 1 8 74 0 0
92116 5 31 1090 3 4
92117 18 38 58890 30 22
92118 18 37 76816 31 16
92119 4 25 704 2 0
92120 12 24 25598 15 12
92121 17 39 106151 43 24
92122 10 2 189 0 0
92123 12 36 11919 20 14
92124 18 4 335 0 0
92125 19 2 314 0 0
92126 7 1 107 0 0
92127 9 31 23326 12 14
92128 1 17 450 0 0
92129 9 18 12398 14 12
92130 20 16 60121 13 5
92131 12 30 18587 21 11
92132 18 40 49309 48 23
92133 1 38 186 0 0
92134 17 4 424 0 0
92135 20 3 426 0 0
92136 17 25 41730 15 9
92137 4 29 2446 6 4
92138 14 22 37912 14 8
92139 6 35 4298 7 4
92140 10 11 4506 6 7
92141 5 36 5963 11 12
92142 1 33 236 0 0
92143 2 28 656 1 1
92144 6 5 834 2 3
92145 12 1 164 0 0
92146 17 20 27004 14 8
92147 20 37 74189 29 19
92148 4 32 1685 6 5
92149 1 21 232 0 0
92150 9 38 26527 17 13
92151 10 29 4683 11 8
92152 4 29 1616 6 4
92153 4 19 1002 4 2
92154 13 25 24306 29 12
92155 19 38 70520 30 22
92156 1 32 276 0 0
92157 5 35 2244 4 3
92158 12 30 31672 20 13
92159 3 9 745 2 3
92160 8 25 8776 19 9
92161 8 11 3042 4 9
92162 13 16 3070 3 6
92163 15 23 9909 14 7
92164 2 21 650 2 3
92165 2 25 352 0 1
92166 1 9 74 0 0
92167 17 18 9237 13 14
92168 17 4 323 0 0
92169 3 11 254 1 0
92170 16 19 46880 27 10
92171 3 1 72 0 0
92172 4 4 178 0 1
92173 12 24 44333 16 13
92174 2 6 687 1 0
92175 5 30 4260 8 5
92176 3 19 981 5 3
92177 17 40 5739 11 4
92178 20 14 5420 7 5
92179 20 7 368 0 0
92180 12 17 3692 6 10
92181 5 27 1485 3 3
92182 5 10 1429 5 3
92183 6 18 2029 6 6
92184 8 21 34171 6 5
92185 8 25 7509 13 7
92186 13 31 11019 15 3
92187 6 30 35539 5 3
92188 6 22 7182 10 6
92189 3 30 2365 3 3
92190 11 20 11489 16 6
92191 15 38 77425 41 17
92192 1 37 413 0 0
92193 7 4 641 0 1
92194 8 24 7080 12 6
92195 17 4 707 0 1
92196 17 39 66974 59 17
92197 15 25 67432 14 7
92198 12 18 5436 6 8
92199 7 4 618 1 1
92200 1 5 59 0 0
92201 14 8 1464 2 2
92202 17 7 20968 1 2
92203 15 13 6901 7 5
92204 1 21 188 0 0
92205 6 27 3289 6 5
92206 16 19 16554 13 9
92207 12 27 9061 11 8
92208 16 9 1979 2 1
92209 4 20 1251 4 3
92210 17 37 56185 18 6
92211 18 7 3833 3 2
92212 6 19 4255 8 7
92213 2 24 345 1 1
92214 14 15 4846 12 5
92215 19 14 19289 6 3
92216 3 3 339 0 1
92217 10 32 8311 11 5
92218 18 39 87946 41 22
92219 18 20 30481 27 17
92220 6 2 205 0 0
92221 9 16 12012 17 11
92222 10 1 375 0 0
92223 14 10 2554 4 3
92224 9 1 148 0 0
92225 19 23 38664 15 18
92226 10 5 1626 1 1
92227 2 19 1142 2 2
92228 17 35 61106 42 19
92229 10 10 1045 1 4
92230 10 3 465 0 1
92231 12 2 363 0 0
92232 1 39 152 0 0
92233 1 33 197 0 0
92234 4 35 1317 3 4
92235 20 25 20075 21 13
92236 18 30 26871 27 10
92237 2 24 626 1 1
92238 4 34 22534 6 5
92239 10 2 463 0 0
92240 11 27 4741 5 8
92241 17 40 63134 30 11
92242 18 3 865 0 1
92243 20 8 1460 1 1
92244 13 7 4706 3 3
92245 13 37 38167 24 11
92246 13 22 18781 21 12
92247 18 10 2122 2 2
92248 8 19 31253 7 4
92249 18 25 25453 24 17
92250 10 19 10613 14 9
92251 12 14 7299 19 5
92252 20 17 22385 15 8
92253 19 7 2925 1 2
92254 2 39 2174 5 5
92255 13 20 44590 18 11
92256 4 9 730 1 3
92257 14 34 34869 27 17
92258 2 22 875 4 3
92259 18 30 21558 32 14
92260 14 5 337 0 0
92261 16 15 37490 15 10
92262 12 39 11055 14 9
92263 16 1 228 0 0
92264 11 5 217 0 0
92265 8 10 30638 3 3
92266 7 17 3817 6 5
92267 2 10 368 1 0
92268 1 13 147 0 0
92269 4 19 2953 6 5
92270 17 15 10840 11 8
92271 7 5 393 0 2
92272 7 25 17403 14 7
92273 5 3 480 0 1
92274 10 18 10127 17 8
92275 16 22 6574 12 8
92276 13 8 2373 3 3
92277 11 32 13512 16 16
92278 9 30 47636 21 14
92279 8 36 4169 11 9
92280 17 9 2664 2 2
92281 16 13 7432 7 3
92282 13 7 2475 2 2
92283 11 34 11016 14 7
92284 17 37 37724 22 21
92285 9 2 237 0 0
92286 20 9 4117 1 2
92287 11 10 3025 5 3
92288 3 7 438 1 1
92289 17 9 2593 2 2
92290 11 6 450 0 1
92291 8 33 43985 14 13
92292 7 23 6666 13 8
92293 18 31 32729 17 18
92294 13 1 184 0 0
92295 13 36 24014 15 13
92296 3 35 1133 3 3
92297 13 21 9374 16 3
92298 16 5 928 0 1
92299 8 1 179 0 0
92300 1 24 223 0 0
92301 13 11 7046 9 4
92302 13 26 40990 17 14
92303 4 25 2960 6 5
92304 19 1 539 0 0
92305 8 38 6473 10 8
92306 10 24 19172 10 16
92307 6 5 1504 2 2
92308 16 24 49840 46 20
92309 10 36 46486 25 12
92310 16 6 1483 2 1
92311 1 35 138 0 0
92312 3 12 575 3 2
92313 16 22 9448 18 7
92314 19 36 74152 34 14
92315 5 18 1940 1 2
92316 5 32 3457 3 1
92317 4 31 3647 4 4
92318 20 30 37779 18 5
92319 16 37 41365 41 23
92320 17 17 13840 12 10
92321 18 16 65782 15 9
92322 18 18 10669 9 13
92323 20 29 29679 21 13
92324 19 28 15103 17 14
92325 3 8 394 1 1
92326 6 29 29940 9 11
92327 9 10 3411 6 5
92328 3 17 1382 3 5
92329 20 15 11419 9 7
92330 20 28 50519 11 17
92331 4 26 2110 7 8
92332 7 18 2880 10 4
92333 11 15 4880 13 5
92334 12 26 7122 13 17
92335 14 15 3141 6 6
92336 2 8 270 1 1
92337 12 40 30046 17 12
92338 11 9 3177 5 3
92339 9 23 6637 14 7
92340 14 2 260 0 0
92341 14 22 46284 9 6
92342 10 14 2918 6 5
92343 5 25 1011 2 3
92344 11 16 32577 17 10
92345 12 16 5696 7 8
92346 9 10 1523 0 4
92347 2 5 208 1 1
92348 1 12 72 0 0
92349 6 16 3621 15 7
92350 10 14 3940 10 8
92351 3 38 32805 10 7
92352 4 8 650 1 2
92353 4 5 955 2 3
92354 18 6 555 0 0
92355 3 38 978 2 1
92356 1 16 127 0 0
92357 2 34 2427 1 1
92358 7 13 2286 9 5
92359 3 2 83 0 0
92360 19 18 47871 11 10
92361 15 7 1041 0 1
92362 13 34 10449 21 14
92363 9 21 3852 8 8
92364 16 11 3038 4 5
92365 17 23 20309 16 9
92366 18 33 59525 21 10
92367 13 37 38577 15 16
92368 19 9 1899 1 3
92369 17 30 26008 19 12
92370 4 14 1883 3 4
92371 16 1 806 0 0
92372 1 23 511 0 0
92373 16 12 8040 7 1
92374 9 4 351 0 0
92375 6 27 1906 2 2
92376 5 7 1642 4 2
92377 16 16 6784 11 9
92378 5 1 87 0 0
92379 1 25 63496 0 0
92380 1 14 430 0 0
92381 4 27 2573 4 4
92382 5 15 1039 1 1
92383 13 18 8907 9 8
92384 16 17 7963 10 9
92385 8 37 19726 22 12
92386 12 15 3628 10 3
92387 2 6 116 0 0
92388 6 28 36195 12 13
92389 13 38 61660 42 21
92390 2 34 5701 1 1
92391 5 19 4227 8 5
92392 10 17 8953 15 8
92393 20 22 46347 19 18
92394 13 7 978 0 1
92395 9 18 4761 9 7
92396 14 16 37238 16 7
92397 5 28 3532 9 7
92398 6 4 540 1 1
92399 15 32 35956 16 8
92400 18 18 20400 20 13
92401 19 4 301 0 0
92402 1 15 83 0 0
92403 14 38 48958 18 14
92404 13 28 35689 12 18
92405 8 4 1575 0 2
92406 6 36 3424 7 4
92407 19 27 40287 30 15
92408 17 17 45625 14 12
92409 13 31 12344 14 17
92410 16 20 3592 5 4
92411 18 40 39153 21 9
92412 18 24 8859 12 6
92413 15 16 9976 14 10
92414 14 19 40669 15 10
92415 2 5 166 0 0
92416 18 4 670 0 0
92417 10 24 10566 16 12
92418 14 13 6494 11 8
92419 6 10 38249 4 3
92420 6 7 1004 1 3
92421 13 35 39734 29 14
92422 4 31 2308 3 2
92423 14 40 58370 31 15
92424 1 25 300 0 0
92425 16 16 39229 13 7
92426 3 16 956 2 2
92427 8 25 9375 14 6
92428 6 16 1622 5 7
92429 9 31 2938 7 6
92430 13 35 44517 26 10
92431 14 22 84070 14 7
92432 1 7 324 0 0
92433 6 27 3868 10 7
92434 5 36 1692 5 4
92435 8 9 10342 4 2
92436 5 37 2458 3 6
92437 2 11 692 2 2
92438 13 9 6240 5 3
92439 8 24 4074 7 5
92440 11 35 8229 19 9
92441 15 32 48170 29 10
92442 9 15 37051 3 7
92443 1 30 343 0 0
92444 11 10 4849 6 3
92445 7 23 4203 8 4
92446 13 32 44045 24 14
92447 10 12 4636 10 5
92448 15 38 68865 39 16
92449 8 4 193 0 0
92450 5 4 245 0 1
92451 6 36 21693 14 11
92452 15 39 20174 21 19
92453 7 1 157 0 0
92454 19 32 51909 25 10
92455 20 13 56941 8 5
92456 1 30 118 0 0
92457 19 8 1465 0 3
92458 7 13 1888 6 6
92459 8 26 4191 11 11
92460 16 4 233 0 0
92461 19 5 314 0 0
92462 18 1 242 0 0
92463 17 29 31693 30 12
92464 1 32 165 0 0
92465 10 3 221 0 0
92466 8 37 47166 9 8
92467 7 31 4678 6 5
92468 5 7 1115 1 1
92469 4 25 2029 3 2
92470 10 34 33657 19 9
92471 18 36 21623 23 12
92472 7 13 3620 9 6
92473 1 21 220 0 0
92474 1 18 366 0 0
92475 16 8 3340 2 2
92476 4 17 12103 6 6
92477 19 34 68716 25 17
92478 20 37 49690 32 9
92479 14 31 5445 7 9
92480 10 23 4081 7 8
92481 16 19 12328 17 8
92482 7 16 1506 6 3
92483 20 40 130789 49 16
92484 11 34 7821 12 12
92485 6 7 893 4 2
92486 4 27 1996 5 6
92487 9 27 41743 20 13
92488 9 30 6707 11 9
92489 19 16 34181 18 8
92490 12 18 2145 5 4
92491 14 13 1716 1 7
92492 8 4 318 0 1
92493 3 10 336 2 1
92494 12 13 2580 7 5
92495 14 22 16118 12 11
92496 16 36 52505 19 26
92497 17 11 6375 6 2
92498 17 23 59156 27 15
92499 15 1 313 0 0
92500 11 7 1608 2 2
92501 13 12 4489 7 4
92502 11 6 283 0 0
92503 18 15 27443 13 9
92504 19 14 9138 7 6
92505 18 17 66005 19 4
92506 3 32 756 2 1
92507 6 26 2004 6 2
92508 8 23 6150 13 13
92509 7 14 15880 8 6
92510 13 9 3148 2 4
92511 17 39 17916 25 18
92512 11 26 24751 23 16
92513 12 29 9135 15 16
92514 14 26 75740 16 10
92515 9 14 7312 11 6
92516 5 32 2063 7 5
92517 11 3 225 0 0
92518 2 33 1140 4 4
92519 17 35 49025 30 21
92520 3 12 421 1 1
92521 20 23 61952 30 15
92522 5 18 28939 6 3
92523 16 23 21896 27 15
92524 19 17 69440 16 6
92525 4 25 764 2 2
92526 10 20 4297 10 10
92527 9 8 1370 5 2
92528 16 24 31698 14 6
92529 10 11 5081 7 10
92530 20 22 15919 19 12
92531 11 14 56537 10 3
92532 14 5 922 0 1
92533 12 29 13365 19 10
92534 9 32 51856 21 9
92535 8 26 5369 7 10
92536 7 8 992 2 3
92537 20 23 50314 17 11
92538 8 33 6031 11 6
92539 14 5 1306 0 3
92540 18 31 54710 31 16
92541 2 6 82 0 0
92542 10 1 433 0 0
92543 13 30 12993 21 17
92544 15 18 37477 7 9
92545 18 7 928 0 0
92546 18 39 67691 44 31
92547 5 38 2623 6 4
92548 5 20 2641 6 6
92549 13 6 489 0 1
92550 11 29 8046 18 9
92551 13 23 31449 16 7
92552 2 38 554 1 1
92553 5 32 2685 7 5
92554 3 4 176 0 1
92555 2 27 863 3 4
92556 1 37 158 0 0
92557 3 29 922 3 2
92558 9 33 5087 12 5
92559 3 21 1198 3 2
92560 8 20 3967 6 7
92561 2 10 751 2 2
92562 3 29 1432 4 3
92563 2 16 479 2 3
92564 10 36 28273 12 6
92565 12 1 227 0 0
92566 6 39 6719 11 8
92567 10 16 2475 6 7
92568 19 39 107389 40 25
92569 13 13 8662 11 6
92570 12 32 23406 25 11
92571 15 31 9815 13 13
92572 10 18 60748 13 6
92573 20 11 6265 3 3
92574 20 24 12233 12 10
92575 17 5 1063 0 1
92576 7 38 7902 16 19
92577 7 34 18340 15 12
92578 1 35 239 0 0
92579 2 11 470 1 1
92580 11 15 8737 12 8
92581 7 17 796 2 2
92582 6 29 36651 13 16
92583 12 20 7996 14 5
92584 6 35 64696 8 6
92585 8 35 10390 11 8
92586 15 25 14895 18 10
92587 16 13 5362 8 4
92588 7 29 2546 9 7
92589 1 37 137 0 0
92590 10 37 31255 12 7
92591 5 23 729 2 1
92592 15 7 417 0 0
92593 13 21 10776 15 11
92594 13 37 63425 37 14
92595 12 10 3908 5 6
92596 11 26 7808 14 8
92597 12 12 6302 12 6
92598 2 6 583 2 2
92599 4 28 46178 5 2
92600 19 30 19031 18 11
92601 3 11 1204 3 2
92602 6 32 37525 13 9
92603 17 22 6972 9 4
92604 5 19 1328 6 4
92605 10 1 154 0 0
92606 16 12 4835 7 4
92607 16 14 35478 13 5
92608 17 26 12949 16 9
92609 17 1 373 0 0
92610 20 38 62403 28 14
92611 18 1 252 0 0
92612 11 8 1433 4 1
92613 5 34 8279 7 5
92614 14 21 15343 22 9
92615 2 2 63 0 0
92616 15 38 57109 30 14
92617 10 16 3692 5 4
92618 5 8 230 0 0
92619 13 10 661 0 0
92620 6 11 2407 5 5
92621 17 18 51380 21 9
92622 17 17 15827 12 9
92623 9 39 3381 6 5
92624 13 15 6993 13 7
92625 13 30 33230 14 6
92626 13 39 7370 12 9
92627 19 6 349 0 0
92628 15 19 41052 13 12
92629 9 31 6577 16 12
92630 16 27 12199 16 6
92631 16 32 45429 23 17
92632 3 35 1501 4 2
92633 15 19 35264 18 7
92634 7 35 3067 6 5
92635 15 7 1492 1 1
92636 1 23 140 0 0
92637 3 5 368 1 0
92638 8 4 212 0 0
92639 12 14 4923 8 8
92640 11 4 294 0 0
92641 13 15 20436 19 13
92642 19 21 50687 23 12
92643 1 40 442 0 0
92644 19 7 1392 0 1
92645 2 32 361 0 0
92646 13 29 13898 17 14
92647 12 5 925 0 2
92648 3 39 24465 5 2
92649 18 31 23231 22 16
92650 17 26 55216 33 13
92651 20 3 497 0 0
92652 15 4 386 0 0
92653 17 5 378 0 0
92654 15 10 2805 5 2
92655 13 32 54794 22 11
92656 18 19 8879 11 10
92657 3 29 323 0 0
92658 17 15 7817 11 2
